2026-07-19 09:40:19,580 | INFO | paginator | fetching the Patient from: https://hapi.fhir.org/baseR4/Patient
2026-07-19 12:24:15,866 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:17,816 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:19,740 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:21,806 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:23,993 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:26,072 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:28,264 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:30,147 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:32,159 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:34,188 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:36,332 | INFO | paginator | received 500 records from Observation
2026-07-19 12:25:51,061 | INFO | paginator | fetching the Patient from: https://hapi.fhir.org/baseR4/Patient
2026-07-19 12:25:52,074 | INFO | paginator | received 500 records from Patient
2026-07-19 12:25:54,585 | INFO | paginator | received 336 records from Patient
2026-07-19 12:25:59,939 | INFO | paginator | fetching the Encounter from: https://hapi.fhir.org/baseR4/Encounter
2026-07-19 12:26:00,474 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:02,991 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:05,468 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:07,388 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:09,741 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:11,833 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:13,754 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:16,025 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:26:17,814 | INFO | paginator | received 173 records from Encounter
2026-07-19 12:26:23,621 | INFO | paginator | fetching the Observation from: https://hapi.fhir.org/baseR4/Observation
2026-07-19 12:26:24,090 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:26,624 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:29,239 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:31,102 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:34,047 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:36,081 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:38,122 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:40,007 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:41,936 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:43,934 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:46,107 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:48,195 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:50,210 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:52,153 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:54,180 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:56,059 | INFO | paginator | received 500 records from Observation
2026-07-19 12:26:58,231 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:00,217 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:02,133 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:04,141 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:06,024 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:08,025 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:10,021 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:12,050 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:13,977 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:15,900 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:17,681 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:19,591 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:21,899 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:23,840 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:25,761 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:27,642 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:29,746 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:31,733 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:33,631 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:35,524 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:37,469 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:39,187 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:41,218 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:43,294 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:45,133 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:47,129 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:49,045 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:50,977 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:53,203 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:55,321 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:57,240 | INFO | paginator | received 500 records from Observation
2026-07-19 12:27:59,076 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:00,865 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:02,889 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:05,179 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:07,135 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:08,892 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:10,757 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:12,830 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:14,854 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:16,905 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:18,710 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:20,703 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:22,700 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:24,717 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:26,952 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:28,807 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:30,807 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:32,789 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:34,700 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:36,800 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:39,062 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:40,980 | INFO | paginator | received 500 records from Observation
2026-07-19 12:28:43,096 | INFO | paginator | received 210 records from Observation
2026-07-19 12:28:57,522 | INFO | paginator | fetching the Condition from: https://hapi.fhir.org/baseR4/Condition
2026-07-19 12:28:58,032 | INFO | paginator | received 500 records from Condition
2026-07-19 12:29:00,852 | INFO | paginator | received 153 records from Condition
